name,biography,photo,birth_date,death_date,nationality
Mika Waltari,Nhà văn Phần Lan nổi tiếng thế giới. Tác phẩm vĩ đại nhất của ông là tiểu thuyết lịch sử 'Người Ai Cập' (The Egyptian).,,1908-09-19,1979-08-26,Phần Lan
Mike Michalowicz,"Doanh nhân, tác giả các cuốn sách kinh doanh phá cách như 'Profit First' (Lợi nhuận là trên hết) và 'The Pumpkin Plan' (Kế hoạch bí ngô).",,1970-09-19,,Hoa Kỳ
Milton Friedman,"Nhà kinh tế học đoạt giải Nobel, người ủng hộ thị trường tự do. Ông là một trong những nhà kinh tế có ảnh hưởng lớn nhất thế kỷ 20.",,1912-07-31,2006-11-16,Hoa Kỳ
Minato Kanae,Nữ hoàng truyện trinh thám u ám (Iyashikei) của Nhật Bản. Tác giả cuốn 'Thú tội' (Confessions) gây chấn động văn đàn.,,1973-01-01,,Nhật Bản
Minh Long,"(Minh Long Book) Thương hiệu sách và đội ngũ biên soạn uy tín tại Việt Nam, chuyên về sách kỹ năng, giáo dục và văn hóa.",,,,Việt Nam
Minh Niệm,"Thiền sư, tác giả sách bán chạy 'Hiểu về trái tim'. Thầy chuyên giảng dạy về kỹ năng sống, chữa lành vết thương tâm hồn và thiền tỉnh thức.",,,,Việt Nam
Miri Rodriguez,Chuyên gia kể chuyện (Storyteller) tại Microsoft. Bà viết sách hướng dẫn cách thương hiệu kết nối với khách hàng thông qua nghệ thuật kể chuyện.,,,,Hoa Kỳ
Mishima Yomu,Tác giả tiểu thuyết nhẹ (Light Novel) Nhật Bản. Tác giả của bộ truyện nổi tiếng 'Trapped in a Dating Sim'.,,,,Nhật Bản
Mitch Albom,"Nhà văn, nhà báo thể thao người Mỹ. Tác giả của cuốn hồi ký cảm động 'Tuesdays with Morrie' (Những ngày thứ Ba với thầy Morrie).",,1958-05-23,,Hoa Kỳ
Miêu Công Tử,Tác giả văn học mạng Trung Quốc. Nổi tiếng với các cuốn tản văn dành cho giới trẻ như '999 lá thư gửi cho chính mình'.,,,,Trung Quốc
Moi moi,"(Có thể là bộ sách Ehon 'Moi Moi') Bộ sách tranh nổi tiếng của Nhật Bản dành cho trẻ sơ sinh, được phát triển dựa trên nghiên cứu khoa học về thị giác của trẻ.",,,,Nhật Bản
Momoko Sakura,"Họa sĩ truyện tranh Nhật Bản, tác giả của 'Nhóc Maruko' (Chibi Maruko-chan). Bà vẽ lại chính tuổi thơ của mình với sự hài hước và ấm áp.",,1965-08-05,2018-08-15,Nhật Bản
Moonsook Hwang,"Họa sĩ minh họa người Hàn Quốc. Bà nổi tiếng với những bức tranh ấm áp, giàu cảm xúc trong các cuốn sách thiếu nhi.",,,,Hàn Quốc
Morgan Housel,"Đối tác tại The Collaborative Fund, chuyên gia tài chính hành vi. Tác giả cuốn sách bán chạy toàn cầu 'Tâm lý học về tiền' (The Psychology of Money).",,1984-01-01,,Hoa Kỳ
Morton Walker,"Bác sĩ chuyên khoa chân, nhà báo y học uy tín. Ông là tác giả của hơn 90 cuốn sách về y học thay thế và sức khỏe toàn diện.",,1937-01-01,,Hoa Kỳ
Motoki Monma,Họa sĩ truyện tranh Nhật Bản. Tác giả của bộ manga bóng đá huyền thoại 'Jindo' (Kattobi Itto) gắn liền với tuổi thơ nhiều thế hệ độc giả Việt Nam.,,1958-01-01,,Nhật Bản
Mozilge TOEIC,Thương hiệu biên soạn sách luyện thi tiếng Anh hàng đầu Hàn Quốc. Các bộ đề của Mozilge nổi tiếng vì độ khó và sát với đề thi thật.,,,,Hàn Quốc
Mã Bá Dung,"Nhà văn nổi tiếng Trung Quốc, được mệnh danh là 'quỷ tài'. Các tác phẩm của ông như 'Trường An 12 canh giờ' kết hợp xuất sắc giữa lịch sử và trinh thám.",,1980-11-14,,Trung Quốc
Mã Tiễn Phi,"Giáo sư, chuyên gia giáo dục Hán ngữ quốc tế. Ông là chủ biên của nhiều bộ giáo trình tiếng Trung kinh điển.",,,,Trung Quốc
Mèo Mốc,"(Đặng Quang Dũng) Họa sĩ truyện tranh, blogger nổi tiếng. Nhân vật 'Mèo Mốc' của anh được yêu thích bởi sự hài hước và những câu chuyện đời thường dí dỏm.",,,,Việt Nam
Mạch Ngôn Xuyên,"Tác giả tiểu thuyết ngôn tình Trung Quốc. Nổi tiếng với các câu chuyện tình yêu nhẹ nhàng, ấm áp.",,,,Trung Quốc
Mặc Bảo Phi Bảo,"Nhà văn, biên kịch nổi tiếng Trung Quốc. Cô là tác giả của nhiều tiểu thuyết được chuyển thể thành phim ăn khách như 'Cá mực hầm mật', 'Châu sinh như cố'.",,,,Trung Quốc
Mặc Hương Đồng Khứu,"Đại thần văn học mạng Trung Quốc. Tác giả của những bộ tiểu thuyết đam mỹ tiên hiệp đình đám thế giới như 'Ma Đạo Tổ Sư', 'Thiên Quan Tứ Phúc'.",,1994-01-01,,Trung Quốc
Mẹ Ong Bông,(Nguyễn Thanh Hương) Tác giả sách nuôi dạy con. Chị chia sẻ những kinh nghiệm thực tế và phương pháp giáo dục sớm (Montessori) cho trẻ em Việt Nam.,,,,Việt Nam
Mễ Mông,"Nhà văn, blogger Trung Quốc. Các bài viết và sách của cô thường có giọng văn sắc sảo, đánh trúng tâm lý giới trẻ nhưng cũng gây nhiều tranh cãi.",,1976-12-21,,Trung Quốc
Mộc Mộc,Tác giả chuyên viết về tâm lý và tình yêu. Sách của cô thường giải mã các cung bậc cảm xúc và đưa ra lời khuyên cho các mối quan hệ.,,,,Trung Quốc
Mộc Trầm,"(Thích Đạo Quang) Nhà sư, tác giả viết về Phật giáo ứng dụng. Thầy chia sẻ những bài học về an lạc và tỉnh thức trong đời sống hiện đại.",,,,Việt Nam
Mộc Tô Lý,"Tác giả văn học mạng nổi tiếng Trung Quốc (Tấn Giang). Các tác phẩm của cô thường có cốt truyện đồ sộ, logic chặt chẽ và văn phong hài hước (Ví dụ: Toàn cầu thi đại học).",,,,Trung Quốc
Nguyễn Đức Tấn,"Thầy giáo, tác giả chuyên viết sách tham khảo Toán học. Ông có hàng trăm đầu sách bồi dưỡng học sinh giỏi và luyện thi đại học được yêu thích.",,1973-01-01,,Việt Nam
Nii Satoru,"Họa sĩ truyện tranh Nhật Bản, tác giả của bộ manga học đường nổi tiếng 'Wind Breaker'.",,,,Nhật Bản
Nancy Dickmann,"Tác giả sách khoa học và giáo dục cho trẻ em. Bà chuyên viết về không gian, cơ thể người và thế giới tự nhiên.",,1975-01-01,,Anh
Nancy Sherman,"Giáo sư Triết học, chuyên gia về đạo đức quân sự và tâm lý học khắc kỷ. Tác giả của 'Stoic Wisdom' (Trí tuệ khắc kỷ).",,1951-01-01,,Hoa Kỳ
Napoleon Hill,Tác giả sách self-help vĩ đại nhất mọi thời đại. Cuốn 'Nghĩ giàu và làm giàu' (Think and Grow Rich) của ông là kinh thánh về thành công.,,,1970-08-11,Hoa Kỳ
Nassim Nicholas Taleb,"Nhà toán học, triết gia, cựu thương nhân. Tác giả của bộ sách Incerto nổi tiếng với khái niệm 'Thiên nga đen' và 'Khả năng cải thiện nghịch cảnh' (Antifragile).",,1960-12-09,,Li-băng
Neale Donald Walsch,Tác giả của bộ sách tâm linh bán chạy toàn cầu 'Đối thoại với Thượng đế' (Conversations with God).,,1943-10-09,,Hoa Kỳ
Neil Dagger,Tác giả chuyên viết về nghệ thuật quyến rũ và tâm lý học hẹn hò.,,,,Anh
Neil DeCarlo,"Nhà văn, biên tập viên kinh doanh. Đồng tác giả của nhiều cuốn sách về quản trị và bán hàng.",,,,Hoa Kỳ
Neil Postman,"Nhà phê bình văn hóa, giáo sư truyền thông. Tác giả cuốn sách cảnh tỉnh 'Giải trí đến chết' (Amusing Ourselves to Death).",,1931-08-03,2003-05-10,Hoa Kỳ
Neil Rackham,"Chuyên gia bán hàng, cha đẻ của phương pháp bán hàng SPIN (SPIN Selling). Ông là một trong những người có ảnh hưởng nhất trong lĩnh vực bán hàng B2B.",,1942-01-01,,Anh
Nguyên Hồng,"Nhà văn hiện thực xuất sắc của Việt Nam. Ông được mệnh danh là 'nhà văn của những người cùng khổ', tác giả của 'Bỉ vỏ', 'Những ngày thơ ấu'.",,1918-05-11,1982-02-05,Việt Nam
Nguyên Ngọc,"(Nguyễn Trung Thành) Nhà văn, nhà văn hóa, dịch giả. Tác giả của 'Đất nước đứng lên', 'Rừng xà nu' và là dịch giả xuất sắc các tác phẩm của Jean-Paul Sartre.",,1932-05-09,,Việt Nam
Nguyên Phong,"(GS. John Vũ - Vũ Văn Du) Nhà khoa học máy tính, dịch giả nổi tiếng. Ông là người phóng tác bộ sách tâm linh kinh điển 'Hành trình về phương Đông', 'Muôn kiếp nhân sinh'.",,1950-01-01,,Việt Nam
Nguyên Trần,"(Trần Thị Thảo Nguyên) Tác giả trẻ, blogger du lịch. Tác giả của các cuốn sách chia sẻ trải nghiệm du học và sống tích cực.",,,,Việt Nam
Nguyễn Anh,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Nguyễn Anh Dũng,"Doanh nhân, tác giả, người sáng lập SBooks. Ông viết nhiều sách về khởi nghiệp và tư duy làm giàu.",,1986-01-01,,Việt Nam
Nguyễn Bình Kim,Tác giả chuyên viết sách tham khảo và bồi dưỡng học sinh giỏi.,,,,Việt Nam
Nguyễn Bình Phương,"Nhà văn, nhà thơ quân đội. Tổng biên tập Tạp chí Văn nghệ Quân đội. Ông nổi tiếng với phong cách tiểu thuyết đầy ám ảnh và ma mị như 'Mình và họ', 'Những đứa trẻ chết già'.",,1965-01-01,,Việt Nam
Nguyễn Chí Vịnh,"Thượng tướng, nguyên Thứ trưởng Bộ Quốc phòng Việt Nam. Ông là nhà tình báo chiến lược và nhà ngoại giao quốc phòng xuất sắc.",,1957-05-15,2023-09-14,Việt Nam
Nguyễn Cảnh Luân,"Dịch giả, tác giả trẻ chuyên viết về các chủ đề lịch sử, văn hóa phương Đông.",,,,Việt Nam
Nguyễn Du,"Đại thi hào dân tộc Việt Nam, Danh nhân văn hóa thế giới. Tác giả của kiệt tác 'Truyện Kiều', đỉnh cao của văn học trung đại Việt Nam.",,,,Việt Nam
Nguyễn Duy Cần,"(Thu Giang) Học giả, nhà biên khảo uyên bác. Các tác phẩm của ông như 'Óc sáng suốt', 'Tôi tự học' là kim chỉ nam cho nhiều thế hệ thanh niên Việt Nam.",,1907-07-15,1998-07-18,Việt Nam
Nguyễn Dzoãn Cẩm Vân,Chuyên gia ẩm thực nổi tiếng nhất Việt Nam. Bà đã dành cả đời để quảng bá và giữ gìn tinh hoa ẩm thực truyền thống.,,1954-01-01,,Việt Nam
Nguyễn Dương,"Đạo diễn, diễn viên kỳ cựu. (Lưu ý: Kiểm tra xem sách bạn có là của nghệ sĩ này hay tác giả khác trùng tên).",,1957-04-24,,Việt Nam
Nguyễn Hiến Lê,"Học giả, dịch giả vĩ đại với sức làm việc phi thường (hơn 120 đầu sách). Ông là người đầu tiên dịch 'Đắc Nhân Tâm' và nhiều tác phẩm kinh điển khác sang tiếng Việt.",,1912-08-01,1984-12-22,Việt Nam
Nguyễn Hoàng Thanh Ly,"Tác giả trẻ chuyên viết tản văn, thơ về tình yêu và tuổi trẻ.",,,,Việt Nam
Nguyễn Huy Tưởng,"Nhà văn, nhà viết kịch lớn. Ông chuyên viết về đề tài lịch sử và Hà Nội, tác giả của 'Vũ Như Tô', 'Sống mãi với thủ đô'.",,1912-06-05,1960-07-25,Việt Nam
Nguyễn Hồng Phương,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Nguyễn Hữu Tài,"Nhà văn, doanh nhân Việt Nam định cư tại Mỹ. Ông viết nhiều tản văn xúc động về nỗi nhớ quê hương và tình cảm gia đình.",,,,Việt Nam
Nguyễn Khắc Ngân Vi,"Nhà báo, tác giả. Chị thường viết về các vấn đề văn hóa, xã hội và phong cách sống hiện đại.",,,,Việt Nam
Nguyễn Khắc Viện,"Bác sĩ, nhà văn hóa lớn. Ông là người có công lớn trong việc giới thiệu văn hóa Việt Nam ra thế giới và phổ biến các phương pháp dưỡng sinh.",,1913-05-02,1997-10-05,Việt Nam
Nguyễn Khắc Xương,"Nhà nghiên cứu văn hóa dân gian, con trai của thi sĩ Tản Đà. Ông có nhiều công trình giá trị về văn hóa vùng Đất Tổ (Phú Thọ).",,1922-10-25,2018-11-18,Việt Nam
Nguyễn Lang,"(Bút danh của Thiền sư Thích Nhất Hạnh) Tác giả bộ 'Việt Nam Phật giáo sử luận', công trình nghiên cứu đồ sộ và giá trị nhất về lịch sử Phật giáo Việt Nam.",,1926-11-10,2022-01-22,Việt Nam
Nguyễn Minh Tiến,"Cư sĩ, dịch giả uy tín. Ông là chủ biên của tủ sách Phật học 'Rộng mở tâm hồn', chuyên dịch và biên soạn các kinh sách dễ hiểu cho đại chúng.",,,,Việt Nam
Nguyễn Ngọc San,"Giáo sư, Nhà giáo nhân dân. Ông là chuyên gia hàng đầu về Hán Nôm và Ngữ văn tại Việt Nam.",,,,Việt Nam
Nguyễn Ngọc Thuần,"Nhà văn, họa sĩ. Tác giả của những cuốn sách thiếu nhi trong trẻo, giàu chất thơ như 'Vừa nhắm mắt vừa mở cửa sổ'.",,1972-01-01,,Việt Nam
Nguyễn Ngọc Tư,"Nhà văn Nam Bộ nổi tiếng. Văn của chị mộc mạc, chân chất nhưng day dứt, ám ảnh về số phận con người vùng sông nước (Cánh đồng bất tận).",,1976-01-01,,Việt Nam
Nguyễn Nhật Ánh,"Nhà văn hiện đại xuất sắc nhất Việt Nam chuyên viết cho thanh thiếu niên. Các tác phẩm như 'Kính vạn hoa', 'Cho tôi xin một vé đi tuổi thơ' đã trở thành ký ức của nhiều thế hệ.",,1955-07-05,,Việt Nam
Nguyễn Phi Vân,"Chuyên gia hàng đầu về nhượng quyền thương hiệu (Franchise). Bà là tác giả của những cuốn sách truyền cảm hứng cho giới trẻ như 'Quảy gánh băng đồng ra thế giới', 'Tôi, Tương lai và Thế giới'.",,1970-01-01,,Việt Nam
Nguyễn Q. Thắng,"Nhà biên khảo, nhà sử học uy tín. Ông có công lớn trong việc tra cứu, biên soạn các bộ từ điển nhân vật và văn học sử Việt Nam.",,1940-01-01,2024-01-01,Việt Nam
Nguyễn Quang Lập,"(Bọ Lập) Nhà văn, kịch tác gia và biên kịch điện ảnh. Ông nổi tiếng với giọng văn trào phúng, đậm chất đời sống và trang blog 'Quê Choa'.",,1956-04-30,,Việt Nam
Nguyễn Thanh An,"Nhà báo, chuyên gia tư vấn bảo hiểm nhân thọ. Ông là tác giả của nhiều cuốn sách hướng dẫn kỹ năng tư vấn và bán hàng bảo hiểm.",,1934-12-25,2011-04-21,Việt Nam
Nguyễn Thiện,"Dịch giả, nhà biên soạn sách giáo dục và văn học. (Lưu ý: Tên này khá phổ biến, cần kiểm tra kỹ tác phẩm cụ thể).",,,,Việt Nam
Nguyễn Thùy Dung,"Tác giả/Dịch giả trẻ, thường tham gia các dự án sách ngoại văn hoặc sách giáo dục.",,,,Việt Nam
Nguyễn Thị Bình,"(Nguyễn Thị Châu Sa) Nữ chính trị gia huyền thoại, nguyên Phó Chủ tịch nước. Bà là tác giả cuốn hồi ký 'Gia đình, bạn bè và đất nước'.",,1927-05-26,,Việt Nam
Nguyễn Thị Bích Hồng,"Tiến sĩ Tâm lý học, giảng viên Đại học Sư phạm TP.HCM. Bà chuyên viết sách và tư vấn về tâm lý giáo dục, kỹ năng làm cha mẹ.",,,,Việt Nam
Nguyễn Thị Diệp Mai,"Nhà văn, nhà thơ đến từ Kiên Giang. Các tác phẩm của bà thường mang đậm hơi thở của vùng đất phương Nam.",,,,Việt Nam
Nguyễn Thị Ngọc Hải,"Nhà báo, nhà văn. Bà nổi tiếng với thể loại ký sự nhân vật, đặc biệt là cuốn sách về điệp viên Phạm Xuân Ẩn 'Phạm Xuân Ẩn - Tên người như cuộc đời'.",,1944-01-31,,Việt Nam
Nguyễn Thị Xuân Phượng,"Đạo diễn phim tài liệu, nhà văn, cựu phóng viên chiến trường. Tác giả cuốn hồi ký xúc động 'Gánh gánh gồng gồng'.",,1929-01-01,,Việt Nam
Nguyễn Toàn Anh,"Nhà nghiên cứu văn hóa, phong tục tập quán Việt Nam. Tác giả của bộ sách 'Nếp cũ' ghi lại những lề thói, văn hóa xưa.",,,,Việt Nam
Nguyễn Trung Dân,"(Trung Dân) Nghệ sĩ hài, diễn viên nổi tiếng với phong cách châm biếm sâu cay. Ông cũng viết kịch bản và các bài báo về văn hóa, xã hội.",,1967-07-20,,Việt Nam
Nguyễn Trung Kiên,"NSND, Giáo sư, ca sĩ nhạc thính phòng hàng đầu Việt Nam. Ông từng giữ chức Thứ trưởng Bộ Văn hóa Thông tin và viết sách về thanh nhạc.",,1939-05-11,2021-01-27,Việt Nam
Nguyễn Trung Nghĩa,"Nhà nghiên cứu, biên soạn từ điển. Ông chuyên sâu về thành ngữ, tục ngữ và Hán Nôm.",,,,Việt Nam
Nguyễn Trí Đoàn,"Bác sĩ Nhi khoa nổi tiếng, Phó Trưởng khoa Cấp cứu Bệnh viện Nhi đồng 2 (cũ). Tác giả bộ sách 'Để con được ốm' thay đổi tư duy nuôi con của hàng triệu cha mẹ Việt.",,,,Việt Nam
